HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.Rank1,Answer.Rank2,Answer.Rank3,Answer.optradio,Approve,Reject
3J5XXLQDHMHWZTIY3WVYJ1ZWVMP3V8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3HPZF4IVNNZ3377GS2YK8N24OA4CYQ,AUJPYSYU7YL5,Submitted,Tue Jul 18 22:01:13 PDT 2017,Tue Jul 18 22:01:37 PDT 2017,Tue Jul 25 22:01:37 PDT 2017,,,,24,0% (0/0),0% (0/0),0% (0/0),S055_006_00000008.jpg,Disgust,Surprise,Neutral,on,,All three emotion ranks were found to be inaccurate.
3J5XXLQDHMHWZTIY3WVYJ1ZWVMP3V8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3IAEQB9FMFQ9JUIUDXB77WZ6Y2GDWS,A5DSYVNGYLCA5,Submitted,Tue Jul 18 22:03:38 PDT 2017,Tue Jul 18 22:03:52 PDT 2017,Tue Jul 25 22:03:52 PDT 2017,,,,14,0% (0/0),0% (0/0),0% (0/0),S055_006_00000008.jpg,Neutral,Disgust,Sadness,on,,All three emotion ranks were found to be inaccurate.
3J5XXLQDHMHWZTIY3WVYJ1ZWVMP3V8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3P529IW9KZRQ6KKR0PZVMLLBC8SFLC,A18J7H2QA7UQIR,Submitted,Tue Jul 18 22:00:56 PDT 2017,Tue Jul 18 22:01:26 PDT 2017,Tue Jul 25 22:01:26 PDT 2017,,,,30,0% (0/0),0% (0/0),0% (0/0),S055_006_00000008.jpg,Disgust,Surprise,Anger,on,,All three emotion ranks were found to be inaccurate.
3J5XXLQDHMHWZTIY3WVYJ1ZWVMP3V8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3SPJ0334229QBLDM2UF6VRFZEUDYJQ,A1T78AC3Z2WZW0,Submitted,Tue Jul 18 22:04:51 PDT 2017,Tue Jul 18 22:05:10 PDT 2017,Tue Jul 25 22:05:10 PDT 2017,,,,19,0% (0/0),0% (0/0),0% (0/0),S055_006_00000008.jpg,Surprise,Disgust,Neutral,on,,All three emotion ranks were found to be inaccurate.
3J5XXLQDHMHWZTIY3WVYJ1ZWVMP3V8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3U088ZLJVLZFKAH01LNCSPFN4D7W0I,A2FY943XQ73SFP,Submitted,Tue Jul 18 22:05:41 PDT 2017,Tue Jul 18 22:05:49 PDT 2017,Tue Jul 25 22:05:49 PDT 2017,,,,8,0% (0/0),0% (0/0),0% (0/0),S055_006_00000008.jpg,Anger,None,None,on,,All three emotion ranks were found to be inaccurate.
3J5XXLQDHMHWZTIY3WVYJ1ZWVMP3V8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3VHP9MDGROQX3GQLNC6WJ2VOIZFCFU,A1SZSFNHA2CWSQ,Submitted,Tue Jul 18 22:07:23 PDT 2017,Tue Jul 18 22:07:46 PDT 2017,Tue Jul 25 22:07:46 PDT 2017,,,,23,0% (0/0),0% (0/0),0% (0/0),S055_006_00000008.jpg,Disgust,Neutral,Fear,on,x,
3J5XXLQDHMHWZTIY3WVYJ1ZWVMP3V8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3ZAZR5XV02O38XHLOO03MUB6U49CZI,A17A9PB5SJ9N8U,Submitted,Tue Jul 18 22:08:08 PDT 2017,Tue Jul 18 22:08:22 PDT 2017,Tue Jul 25 22:08:22 PDT 2017,,,,14,0% (0/0),0% (0/0),0% (0/0),S055_006_00000008.jpg,Sadness,None,None,on,,All three emotion ranks were found to be inaccurate.
33K3E8REWW1A4FTZFSRCY34SRJP8X8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,32M8BPYGAUSUUJ8GQ680CQTVWJYGIY,A198QA1OQBUJV1,Submitted,Tue Jul 18 22:03:30 PDT 2017,Tue Jul 18 22:03:46 PDT 2017,Tue Jul 25 22:03:46 PDT 2017,,,,16,0% (0/0),0% (0/0),0% (0/0),S124_007_00000024.jpg,Happiness,Surprise,Neutral,on,x,
33K3E8REWW1A4FTZFSRCY34SRJP8X8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,34Q075JO1YJMJ91X4XYRZZPT80Z01O,A2CXEAMWU2SFV3,Submitted,Tue Jul 18 22:07:12 PDT 2017,Tue Jul 18 22:07:56 PDT 2017,Tue Jul 25 22:07:56 PDT 2017,,,,44,0% (0/0),0% (0/0),0% (0/0),S124_007_00000024.jpg,Happiness,Neutral,Surprise,,,Confidence score was not indicated as required.
33K3E8REWW1A4FTZFSRCY34SRJP8X8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,382M9COHEIL1JW7PES7QVQWUDY7EUO,A22RHH2RPR3QIN,Submitted,Tue Jul 18 22:07:26 PDT 2017,Tue Jul 18 22:07:45 PDT 2017,Tue Jul 25 22:07:45 PDT 2017,,,,19,0% (0/0),0% (0/0),0% (0/0),S124_007_00000024.jpg,Happiness,None,None,on,x,
33K3E8REWW1A4FTZFSRCY34SRJP8X8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3DIP6YHAPDY3LZ0CBP6LZYE5G7FE88,A3DALEBH22IJ5X,Submitted,Tue Jul 18 22:06:14 PDT 2017,Tue Jul 18 22:07:01 PDT 2017,Tue Jul 25 22:07:01 PDT 2017,,,,47,0% (0/0),0% (0/0),0% (0/0),S124_007_00000024.jpg,Neutral,Happiness,Surprise,on,x,
33K3E8REWW1A4FTZFSRCY34SRJP8X8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3J2UYBXQQMIHQV2UA3A8UVGAGBF60S,AUJPYSYU7YL5,Submitted,Tue Jul 18 22:04:48 PDT 2017,Tue Jul 18 22:05:17 PDT 2017,Tue Jul 25 22:05:17 PDT 2017,,,,29,0% (0/0),0% (0/0),0% (0/0),S124_007_00000024.jpg,Happiness,Surprise,Neutral,,,Confidence score was not indicated as required.
33K3E8REWW1A4FTZFSRCY34SRJP8X8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3K5TEWLKGWHDCGYBF17MCRW5JYMIVP,A3FT9XM7FC0ANP,Submitted,Tue Jul 18 22:03:07 PDT 2017,Tue Jul 18 22:04:02 PDT 2017,Tue Jul 25 22:04:02 PDT 2017,,,,55,0% (0/0),0% (0/0),0% (0/0),S124_007_00000024.jpg,Happiness,Surprise,None,on,x,
33K3E8REWW1A4FTZFSRCY34SRJP8X8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3LRLIPTPERFKQNL14912TKX5QSAAKR,A18J7H2QA7UQIR,Submitted,Tue Jul 18 22:00:23 PDT 2017,Tue Jul 18 22:00:44 PDT 2017,Tue Jul 25 22:00:44 PDT 2017,,,,21,0% (0/0),0% (0/0),0% (0/0),S124_007_00000024.jpg,Happiness,Surprise,Neutral,,,Confidence score was not indicated as required.
33K3E8REWW1A4FTZFSRCY34SRJP8X8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3QBD8R3Z22POEPQZT0J4NYSEINOO4E,A18EWG6CNKAO2J,Submitted,Tue Jul 18 22:03:47 PDT 2017,Tue Jul 18 22:04:04 PDT 2017,Tue Jul 25 22:04:04 PDT 2017,,,,17,0% (0/0),0% (0/0),0% (0/0),S124_007_00000024.jpg,Happiness,Neutral,Surprise,on,x,
33K3E8REWW1A4FTZFSRCY34SRJP8X8,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3ZQIG0FLQFMVDBIG4IB1DI5DY9KWVA,A2653BIPJKEMRK,Submitted,Tue Jul 18 22:06:42 PDT 2017,Tue Jul 18 22:06:55 PDT 2017,Tue Jul 25 22:06:55 PDT 2017,,,,13,0% (0/0),0% (0/0),0% (0/0),S124_007_00000024.jpg,Happiness,None,None,on,x,
3QHITW7OYOF4E6L2QCGY0MEUK42AQH,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,33JKGHPFYD0M0UFTYPJNU399E45MNT,A1YGSIQI52QT9L,Submitted,Tue Jul 18 22:07:49 PDT 2017,Tue Jul 18 22:08:03 PDT 2017,Tue Jul 25 22:08:03 PDT 2017,,,,14,0% (0/0),0% (0/0),0% (0/0),S117_006_00000010.jpg,Disgust,Sadness,Neutral,on,,All three emotion ranks were found to be inaccurate.
3QHITW7OYOF4E6L2QCGY0MEUK42AQH,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,36V4Q8R5ZL673RSLEHB4YX4EJFRQMJ,A2V8LLZRTOP79S,Submitted,Tue Jul 18 22:03:16 PDT 2017,Tue Jul 18 22:05:00 PDT 2017,Tue Jul 25 22:05:00 PDT 2017,,,,104,0% (0/0),0% (0/0),0% (0/0),S117_006_00000010.jpg,Disgust,Neutral,None,on,,All three emotion ranks were found to be inaccurate.
3QHITW7OYOF4E6L2QCGY0MEUK42AQH,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3GU1KF0O4J7QKON9NF66KC3A2K2BPP,A3UUH3632AI3ZX,Submitted,Tue Jul 18 22:06:18 PDT 2017,Tue Jul 18 22:06:24 PDT 2017,Tue Jul 25 22:06:24 PDT 2017,,,,6,0% (0/0),0% (0/0),0% (0/0),S117_006_00000010.jpg,Anger,Disgust,None,on,x,
3QHITW7OYOF4E6L2QCGY0MEUK42AQH,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3IGI0VL648QA0X05B5Y0M7YE94JON9,A18J7H2QA7UQIR,Submitted,Tue Jul 18 22:05:17 PDT 2017,Tue Jul 18 22:05:25 PDT 2017,Tue Jul 25 22:05:25 PDT 2017,,,,8,0% (0/0),0% (0/0),0% (0/0),S117_006_00000010.jpg,Surprise,Happiness,None,on,,All three emotion ranks were found to be inaccurate.
3QHITW7OYOF4E6L2QCGY0MEUK42AQH,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3KB8R4ZV1FDK7BUAKWGJQ3PI1TEGBP,A2S96ZZ70YFPSK,Submitted,Tue Jul 18 22:03:03 PDT 2017,Tue Jul 18 22:03:21 PDT 2017,Tue Jul 25 22:03:21 PDT 2017,,,,18,0% (0/0),0% (0/0),0% (0/0),S117_006_00000010.jpg,Anger,Sadness,None,on,x,
3QHITW7OYOF4E6L2QCGY0MEUK42AQH,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3LQ8PUHQFMY8UF3RACQIXQ5WBJCHIZ,A2HL5Q7JD07BEN,Submitted,Tue Jul 18 22:08:04 PDT 2017,Tue Jul 18 22:08:31 PDT 2017,Tue Jul 25 22:08:31 PDT 2017,,,,27,0% (0/0),0% (0/0),0% (0/0),S117_006_00000010.jpg,Anger,Disgust,Sadness,on,x,
3QHITW7OYOF4E6L2QCGY0MEUK42AQH,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3TUI152ZZCTA726WLVS6E5GBL4X1QN,A17A9PB5SJ9N8U,Submitted,Tue Jul 18 22:06:44 PDT 2017,Tue Jul 18 22:07:22 PDT 2017,Tue Jul 25 22:07:22 PDT 2017,,,,38,0% (0/0),0% (0/0),0% (0/0),S117_006_00000010.jpg,Anger,None,None,on,x,
3QHITW7OYOF4E6L2QCGY0MEUK42AQH,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3VHHR074H4NDRR5LI61JYT8UEKA7L1,A191V8LNTTLHSA,Submitted,Tue Jul 18 22:08:05 PDT 2017,Tue Jul 18 22:09:39 PDT 2017,Tue Jul 25 22:09:39 PDT 2017,,,,94,0% (0/0),0% (0/0),0% (0/0),S117_006_00000010.jpg,Anger,Disgust,Sadness,on,x,
3QHITW7OYOF4E6L2QCGY0MEUK42AQH,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3XXU1SWE8N1IDXEX0GRKA0IWCU5A0M,A11R9XFIQDY9SP,Submitted,Tue Jul 18 22:07:56 PDT 2017,Tue Jul 18 22:08:54 PDT 2017,Tue Jul 25 22:08:54 PDT 2017,,,,58,0% (0/0),0% (0/0),0% (0/0),S117_006_00000010.jpg,Sadness,None,None,on,,All three emotion ranks were found to be inaccurate.
3ZQA3IO31BX5Z6VMFGV10GQR19EO1Z,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,30ZX6P7VF910A0KF998BMNEUZFIJ2U,A122888AK7C6TZ,Submitted,Tue Jul 18 22:03:12 PDT 2017,Tue Jul 18 22:03:46 PDT 2017,Tue Jul 25 22:03:46 PDT 2017,,,,34,0% (0/0),0% (0/0),0% (0/0),S116_001_00000014.jpg,Surprise,Fear,Neutral,on,x,
3ZQA3IO31BX5Z6VMFGV10GQR19EO1Z,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,31UV0MXWNRIWEMJW9AP98T266AK5I5,A29H49SJ6D9PN7,Submitted,Tue Jul 18 22:00:24 PDT 2017,Tue Jul 18 22:00:54 PDT 2017,Tue Jul 25 22:00:54 PDT 2017,,,,30,0% (0/0),0% (0/0),0% (0/0),S116_001_00000014.jpg,Neutral,None,None,on,,All three emotion ranks were found to be inaccurate.
3ZQA3IO31BX5Z6VMFGV10GQR19EO1Z,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,34T446B1C1K66CBVKUNBGV8KCXQ0CE,A3PAKT8TH3N2ZZ,Submitted,Tue Jul 18 22:04:24 PDT 2017,Tue Jul 18 22:04:51 PDT 2017,Tue Jul 25 22:04:51 PDT 2017,,,,27,0% (0/0),0% (0/0),0% (0/0),S116_001_00000014.jpg,Surprise,Fear,Disgust,on,x,
3ZQA3IO31BX5Z6VMFGV10GQR19EO1Z,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3EJJQNKU9SBLNE6A0ZKRBI6NYFURHC,A2V8LLZRTOP79S,Submitted,Tue Jul 18 22:05:19 PDT 2017,Tue Jul 18 22:06:32 PDT 2017,Tue Jul 25 22:06:32 PDT 2017,,,,73,0% (0/0),0% (0/0),0% (0/0),S116_001_00000014.jpg,Anger,Disgust,Fear,on,,All three emotion ranks were found to be inaccurate.
3ZQA3IO31BX5Z6VMFGV10GQR19EO1Z,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3IKZ72A5B5MGUKNCC2FAZDP0H3SNFM,ACUGI2RCPVS32,Submitted,Tue Jul 18 22:01:32 PDT 2017,Tue Jul 18 22:02:03 PDT 2017,Tue Jul 25 22:02:03 PDT 2017,,,,31,0% (0/0),0% (0/0),0% (0/0),S116_001_00000014.jpg,Surprise,Disgust,Sadness,on,x,
3ZQA3IO31BX5Z6VMFGV10GQR19EO1Z,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3R3YRB5GRG9YTJQDYN54Z763SJ8AUO,A5DSYVNGYLCA5,Submitted,Tue Jul 18 22:01:18 PDT 2017,Tue Jul 18 22:01:36 PDT 2017,Tue Jul 25 22:01:36 PDT 2017,,,,18,0% (0/0),0% (0/0),0% (0/0),S116_001_00000014.jpg,Neutral,Surprise,Happiness,on,x,
3ZQA3IO31BX5Z6VMFGV10GQR19EO1Z,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3U5JL4WY5LFB8Y4RUR606BJ7URTX4S,A3DALEBH22IJ5X,Submitted,Tue Jul 18 22:07:01 PDT 2017,Tue Jul 18 22:07:19 PDT 2017,Tue Jul 25 22:07:19 PDT 2017,,,,18,0% (0/0),0% (0/0),0% (0/0),S116_001_00000014.jpg,Surprise,Disgust,Fear,on,x,
3ZQA3IO31BX5Z6VMFGV10GQR19EO1Z,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3YJ6NA41JCMW27LLB7JNI0MNAPAPJN,A2MG8X26PM1YQ6,Submitted,Tue Jul 18 22:00:51 PDT 2017,Tue Jul 18 22:01:20 PDT 2017,Tue Jul 25 22:01:20 PDT 2017,,,,29,0% (0/0),0% (0/0),0% (0/0),S116_001_00000014.jpg,Disgust,Sadness,Fear,on,,All three emotion ranks were found to be inaccurate.
3ZQA3IO31BX5Z6VMFGV10GQR19EO1Z,3JUV1CRER4U3JRV3JYR5796BQ6RW2F,Label the Facial Expression in the Image,"Given a face expressing a certain emotion, rank up to 3 of the most likely emotions being expressed.","image, tag, picture, tagging, photo, different, emotion, facial expression, machine learning",$0.05,Tue Jul 18 21:56:59 PDT 2017,9,BatchId:2876007;OriginalHitTemplateId:862366346;,120,604800,Fri Jul 28 21:56:59 PDT 2017,,,3YOH7BII0AD4IBOZF4SYP7BIB2BVKD,AJWES6SFIP3AT,Submitted,Tue Jul 18 22:05:03 PDT 2017,Tue Jul 18 22:05:38 PDT 2017,Tue Jul 25 22:05:38 PDT 2017,,,,35,0% (0/0),0% (0/0),0% (0/0),S116_001_00000014.jpg,Surprise,Fear,Disgust,on,x,
