image_url,crowdemotion1,crowdemotion2,crowdemotion3
S044_003_00000014.jpg,Happiness,Fear,Surprise
S044_003_00000014.jpg,Happiness,Surprise,None
S044_003_00000014.jpg,Anger,None,None
S044_003_00000014.jpg,Happiness,None,None
S044_003_00000014.jpg,Happiness,None,None
S044_003_00000014.jpg,Happiness,None,None
S044_003_00000014.jpg,Happiness,None,None
S044_006_00000019.jpg,Disgust,Anger,None
S044_006_00000019.jpg,Anger,Sadness,None
S044_006_00000019.jpg,Disgust,Sadness,None
S044_006_00000019.jpg,Disgust,None,None
S044_006_00000019.jpg,Disgust,None,None
S044_006_00000019.jpg,Disgust,Anger,None
S044_006_00000019.jpg,Disgust,None,None
S044_006_00000019.jpg,Disgust,None,None
S044_006_00000019.jpg,Disgust,None,None
S045_004_00000015.jpg,Disgust,Anger,Neutral
S045_004_00000015.jpg,Disgust,None,None
S045_004_00000015.jpg,Disgust,None,None
S045_004_00000015.jpg,Disgust,Anger,Neutral
S045_004_00000015.jpg,Disgust,Anger,Neutral
S045_004_00000015.jpg,Disgust,Anger,Fear
S045_004_00000015.jpg,Disgust,Sadness,Fear
S045_005_00000030.jpg,Disgust,Anger,None
S045_005_00000030.jpg,Anger,Sadness,Disgust
S045_005_00000030.jpg,Anger,Disgust,None
S045_005_00000030.jpg,Anger,Disgust,Sadness
S045_005_00000030.jpg,Anger,Disgust,Sadness
S045_005_00000030.jpg,Sadness,Anger,None
S045_005_00000030.jpg,Anger,Sadness,Fear
S045_005_00000030.jpg,Anger,None,None
S045_005_00000030.jpg,Anger,Happiness,Sadness
S046_001_00000025.jpg,Sadness,Disgust,None
S046_001_00000025.jpg,Sadness,Fear,None
S046_001_00000025.jpg,Sadness,None,None
S046_001_00000025.jpg,Sadness,Disgust,Fear
S046_001_00000025.jpg,Sadness,None,None
S046_001_00000025.jpg,Sadness,Happiness,Fear
S046_001_00000025.jpg,Sadness,Fear,None
S046_001_00000025.jpg,Sadness,Fear,None
S046_001_00000025.jpg,Disgust,None,None
S046_002_00000006.jpg,Surprise,Fear,None
S046_002_00000006.jpg,Surprise,Fear,Disgust
S046_002_00000006.jpg,Surprise,None,None
S046_002_00000006.jpg,Anger,Surprise,Disgust
S046_002_00000006.jpg,Anger,Surprise,Happiness
S046_002_00000006.jpg,Surprise,Happiness,None
S046_002_00000006.jpg,Surprise,None,None
S046_002_00000006.jpg,Anger,None,None
S046_002_00000006.jpg,Surprise,Fear,Anger
S046_003_00000016.jpg,Disgust,None,None
S046_003_00000016.jpg,Disgust,None,None
S046_003_00000016.jpg,Disgust,None,None
S046_003_00000016.jpg,Fear,None,None
S046_003_00000016.jpg,Disgust,Fear,Surprise
S046_003_00000016.jpg,Disgust,Sadness,None
S046_003_00000016.jpg,Disgust,Fear,Sadness
S046_003_00000016.jpg,Disgust,None,None
S046_003_00000016.jpg,Disgust,None,None
S046_004_00000017.jpg,Disgust,Anger,None
S046_004_00000017.jpg,Disgust,None,None
S046_004_00000017.jpg,Anger,Disgust,Fear
S046_004_00000017.jpg,Anger,Disgust,None
S046_004_00000017.jpg,Disgust,None,None
S046_004_00000017.jpg,Disgust,Anger,None
S046_004_00000017.jpg,Disgust,None,None
S046_004_00000017.jpg,Anger,Fear,Disgust
S046_004_00000017.jpg,Disgust,Anger,Sadness
S050_001_00000017.jpg,Fear,Disgust,Surprise
S050_001_00000017.jpg,Surprise,Disgust,Fear
S050_001_00000017.jpg,Disgust,None,None
S050_001_00000017.jpg,Disgust,None,None
S050_001_00000017.jpg,Fear,None,None
S050_001_00000017.jpg,Surprise,Fear,Sadness
S050_001_00000017.jpg,Disgust,None,None
S050_001_00000017.jpg,Fear,None,None
S050_001_00000017.jpg,Fear,None,None
S050_002_00000018.jpg,Fear,Surprise,Disgust
S050_002_00000018.jpg,Surprise,Fear,None
S050_002_00000018.jpg,Surprise,None,None
S050_002_00000018.jpg,Fear,Happiness,Surprise
S050_002_00000018.jpg,Surprise,Fear,None
S050_002_00000018.jpg,Fear,None,None
S050_002_00000018.jpg,Fear,Surprise,None
S050_002_00000018.jpg,Surprise,None,None
S050_002_00000018.jpg,Surprise,Fear,None
S050_004_00000021.jpg,Disgust,None,None
S050_004_00000021.jpg,Anger,Sadness,None
S050_004_00000021.jpg,Disgust,Fear,None
S050_004_00000021.jpg,Disgust,Anger,Sadness
S050_004_00000021.jpg,Anger,Sadness,Fear
S050_004_00000021.jpg,Disgust,None,None
S050_004_00000021.jpg,Sadness,Fear,None
S050_004_00000021.jpg,Sadness,Anger,Disgust
S050_004_00000021.jpg,Anger,Disgust,Sadness
S050_006_00000023.jpg,Happiness,Surprise,None
S050_006_00000023.jpg,Happiness,None,None
S050_006_00000023.jpg,Happiness,None,None
S050_006_00000023.jpg,Happiness,None,None
S050_006_00000023.jpg,Happiness,None,None
S050_006_00000023.jpg,Happiness,None,None
S050_006_00000023.jpg,Happiness,Fear,None
S050_006_00000023.jpg,Happiness,None,None
S050_006_00000023.jpg,Happiness,None,None
S051_002_00000019.jpg,Surprise,Fear,None
S051_002_00000019.jpg,Surprise,Fear,None
S051_002_00000019.jpg,Surprise,Happiness,None
S051_002_00000019.jpg,Surprise,Happiness,None
S051_002_00000019.jpg,Surprise,Happiness,None
S051_002_00000019.jpg,Surprise,None,None
S051_002_00000019.jpg,Surprise,Happiness,None
S051_002_00000019.jpg,Surprise,Fear,Disgust
S051_002_00000019.jpg,Surprise,None,None
S051_003_00000018.jpg,Disgust,None,None
S051_003_00000018.jpg,Disgust,Sadness,Anger
S051_003_00000018.jpg,Disgust,Fear,None
S051_003_00000018.jpg,Disgust,Neutral,Anger
S051_003_00000018.jpg,Disgust,Anger,None
S051_003_00000018.jpg,Disgust,None,None
S051_003_00000018.jpg,Disgust,Anger,None
S052_001_00000015.jpg,Surprise,Fear,None
S052_001_00000015.jpg,Surprise,Fear,None
S052_001_00000015.jpg,Surprise,Fear,Sadness
S052_001_00000015.jpg,Surprise,Fear,Disgust
S052_001_00000015.jpg,Surprise,Fear,None
S052_001_00000015.jpg,Surprise,None,None
S052_001_00000015.jpg,Surprise,Fear,None
S052_001_00000015.jpg,Surprise,Disgust,None
S052_001_00000015.jpg,Surprise,None,None
S052_004_00000033.jpg,Happiness,Surprise,None
S052_004_00000033.jpg,Happiness,None,None
S052_004_00000033.jpg,Happiness,Surprise,Disgust
S052_004_00000033.jpg,Happiness,None,None
S052_004_00000033.jpg,Happiness,None,None
S052_004_00000033.jpg,Happiness,Surprise,Disgust
S052_004_00000033.jpg,Happiness,None,None
S052_004_00000033.jpg,Happiness,Surprise,None
S052_004_00000033.jpg,Happiness,Surprise,Disgust
S052_006_00000013.jpg,Disgust,Neutral,None
S052_006_00000013.jpg,Disgust,Anger,Fear
S052_006_00000013.jpg,Disgust,Sadness,Surprise
S052_006_00000013.jpg,Disgust,Anger,None
S052_006_00000013.jpg,Disgust,None,None
S052_006_00000013.jpg,Disgust,Anger,None
S052_006_00000013.jpg,Sadness,Disgust,None
S053_001_00000023.jpg,Surprise,Fear,None
S053_001_00000023.jpg,Fear,Surprise,None
S053_001_00000023.jpg,Surprise,None,None
S053_001_00000023.jpg,Surprise,Disgust,Fear
S053_001_00000023.jpg,Anger,None,None
S053_001_00000023.jpg,Disgust,Surprise,Fear
S053_001_00000023.jpg,Surprise,Fear,None
S053_001_00000023.jpg,Surprise,Fear,None
S053_001_00000023.jpg,Surprise,Fear,None
S053_004_00000024.jpg,Happiness,Surprise,Fear
S053_004_00000024.jpg,Happiness,None,None
S053_004_00000024.jpg,Happiness,Surprise,None
S053_004_00000024.jpg,Happiness,None,None
S053_004_00000024.jpg,Happiness,None,None
S053_004_00000024.jpg,Happiness,Disgust,Sadness
S053_004_00000024.jpg,Happiness,Sadness,Fear
S053_004_00000024.jpg,Happiness,None,None
S053_004_00000024.jpg,Happiness,None,None
S054_002_00000015.jpg,Disgust,Surprise,Fear
S054_002_00000015.jpg,Fear,Sadness,Surprise
S054_002_00000015.jpg,Surprise,Fear,Anger
S054_003_00000007.jpg,Surprise,Fear,None
S054_003_00000007.jpg,Surprise,None,None
S054_003_00000007.jpg,Surprise,None,None
S054_003_00000007.jpg,Surprise,None,None
S054_003_00000007.jpg,Surprise,None,None
S054_003_00000007.jpg,Surprise,Happiness,None
S054_003_00000007.jpg,Surprise,Fear,None
S054_003_00000007.jpg,Surprise,Fear,Disgust
S054_003_00000007.jpg,Surprise,None,None
S054_004_00000024.jpg,Disgust,None,None
S054_004_00000024.jpg,Disgust,None,None
S054_004_00000024.jpg,Disgust,Fear,None
S054_004_00000024.jpg,Disgust,None,None
S054_004_00000024.jpg,Disgust,Anger,None
S054_004_00000024.jpg,Surprise,Disgust,None
S055_001_00000012.jpg,Disgust,Surprise,None
S055_001_00000012.jpg,Surprise,Fear,Happiness
S055_001_00000012.jpg,Surprise,None,None
S055_001_00000012.jpg,Surprise,Happiness,None
S055_001_00000012.jpg,Surprise,Fear,None
S055_001_00000012.jpg,Surprise,Anger,Fear
S055_001_00000012.jpg,Surprise,Happiness,None
S055_003_00000009.jpg,Anger,Disgust,Fear
S055_003_00000009.jpg,Disgust,Sadness,Fear
S055_003_00000009.jpg,Disgust,Fear,Sadness
S055_003_00000009.jpg,Disgust,Surprise,Neutral
S055_003_00000009.jpg,Disgust,None,None
S055_003_00000009.jpg,Disgust,Anger,Surprise
S055_003_00000009.jpg,Disgust,Neutral,Surprise
S055_003_00000009.jpg,Disgust,Anger,None
S055_004_00000028.jpg,Anger,Disgust,Fear
S055_004_00000028.jpg,Anger,None,None
S055_004_00000028.jpg,Anger,Fear,None
S055_004_00000028.jpg,Disgust,Sadness,Fear
S055_004_00000028.jpg,Disgust,None,None
S055_004_00000028.jpg,Fear,None,None
S055_004_00000028.jpg,Sadness,Disgust,Anger
S055_004_00000028.jpg,Anger,None,None
S055_004_00000028.jpg,Anger,Fear,Happiness
S055_005_00000045.jpg,Happiness,Surprise,Neutral
S055_005_00000045.jpg,Happiness,Surprise,Neutral
S055_005_00000045.jpg,Happiness,None,None
S055_005_00000045.jpg,Happiness,Neutral,None
S055_005_00000045.jpg,Happiness,None,None
S055_005_00000045.jpg,Happiness,Surprise,None
S055_005_00000045.jpg,Neutral,Happiness,Surprise
S055_005_00000045.jpg,Neutral,Happiness,Surprise
S055_006_00000008.jpg,Disgust,Neutral,Fear
S055_006_00000008.jpg,Fear,Disgust,Surprise
S056_002_00000010.jpg,Disgust,None,None
S056_002_00000010.jpg,Disgust,None,None
S056_002_00000010.jpg,Disgust,Anger,None
S056_002_00000010.jpg,Disgust,Anger,Fear
S056_002_00000010.jpg,Disgust,Anger,None
S056_002_00000010.jpg,Sadness,None,None
S056_002_00000010.jpg,Disgust,None,None
S056_002_00000010.jpg,Disgust,Anger,Sadness
S056_002_00000010.jpg,Disgust,None,None
S056_003_00000010.jpg,Surprise,Disgust,Fear
S056_003_00000010.jpg,Surprise,Disgust,Happiness
S056_003_00000010.jpg,Surprise,None,None
S056_003_00000010.jpg,Surprise,Happiness,None
S056_003_00000010.jpg,Surprise,Fear,None
S056_003_00000010.jpg,Surprise,Happiness,Fear
S056_003_00000010.jpg,Surprise,Fear,None
S056_003_00000010.jpg,Surprise,None,None
S056_003_00000010.jpg,Surprise,None,None
S056_004_00000020.jpg,Happiness,None,None
S056_004_00000020.jpg,Happiness,Surprise,Neutral
S056_004_00000020.jpg,Happiness,Neutral,None
S056_004_00000020.jpg,Happiness,Neutral,None
S056_004_00000020.jpg,Happiness,None,None
S056_004_00000020.jpg,Happiness,Surprise,Neutral
S056_004_00000020.jpg,Happiness,None,None
S056_004_00000020.jpg,Happiness,None,None
S056_004_00000020.jpg,Neutral,Surprise,Happiness
S057_001_00000019.jpg,Surprise,Fear,Disgust
S057_001_00000019.jpg,Surprise,Anger,Neutral
S057_001_00000019.jpg,Surprise,None,None
S057_001_00000019.jpg,Surprise,None,None
S057_001_00000019.jpg,Surprise,Happiness,Neutral
S057_001_00000019.jpg,Surprise,Fear,None
S057_003_00000015.jpg,Disgust,Sadness,None
S057_003_00000015.jpg,Disgust,Anger,None
S057_003_00000015.jpg,Anger,Disgust,Fear
S057_003_00000015.jpg,Disgust,None,None
S057_003_00000015.jpg,Disgust,Happiness,Sadness
S057_003_00000015.jpg,Disgust,Anger,Sadness
S057_003_00000015.jpg,Disgust,None,None
S057_003_00000015.jpg,Disgust,Anger,None
S057_003_00000015.jpg,Disgust,None,None
S057_006_00000033.jpg,Happiness,None,None
S057_006_00000033.jpg,Happiness,None,None
S057_006_00000033.jpg,Happiness,Surprise,Disgust
S057_006_00000033.jpg,Happiness,None,None
S057_006_00000033.jpg,Happiness,Surprise,Fear
S057_006_00000033.jpg,Surprise,None,None
S057_006_00000033.jpg,Happiness,None,None
S057_006_00000033.jpg,Fear,Disgust,Sadness
S057_006_00000033.jpg,Happiness,None,None
S058_001_00000020.jpg,Fear,Surprise,Anger
S058_001_00000020.jpg,Surprise,Disgust,None
S058_001_00000020.jpg,Surprise,Fear,None
S058_001_00000020.jpg,Surprise,None,None
S058_001_00000020.jpg,Surprise,Happiness,None
S058_001_00000020.jpg,Surprise,None,None
S058_001_00000020.jpg,Surprise,Fear,None
S058_001_00000020.jpg,Surprise,None,None
S058_001_00000020.jpg,Fear,Surprise,Disgust
S058_005_00000010.jpg,Anger,Disgust,None
S058_005_00000010.jpg,Anger,Neutral,None
S058_005_00000010.jpg,Anger,Disgust,None
S058_005_00000010.jpg,Anger,None,None
S058_005_00000010.jpg,Disgust,Anger,None
S058_005_00000010.jpg,Disgust,Anger,Neutral
S058_005_00000010.jpg,Sadness,Anger,Disgust
S058_005_00000010.jpg,Surprise,Happiness,Anger
S058_006_00000018.jpg,Anger,Neutral,Disgust
S058_006_00000018.jpg,Disgust,Surprise,None
S058_006_00000018.jpg,Disgust,Fear,None
S058_006_00000018.jpg,Disgust,Fear,Sadness
S058_006_00000018.jpg,Disgust,Anger,Sadness
S058_006_00000018.jpg,Disgust,None,None
S059_001_00000018.jpg,Neutral,Surprise,Fear
S059_001_00000018.jpg,Surprise,Sadness,Anger
S059_001_00000018.jpg,Surprise,Fear,None
S059_001_00000018.jpg,Surprise,Sadness,Anger
S059_001_00000018.jpg,Surprise,None,None
S059_001_00000018.jpg,Surprise,Fear,Neutral
S059_001_00000018.jpg,Surprise,Fear,None
S059_002_00000017.jpg,Disgust,Fear,Sadness
S059_002_00000017.jpg,Fear,Surprise,Disgust
S059_002_00000017.jpg,Surprise,Sadness,None
S059_002_00000017.jpg,Fear,Disgust,None
S059_002_00000017.jpg,Sadness,Disgust,None
S059_002_00000017.jpg,Disgust,Sadness,Fear
S059_002_00000017.jpg,Fear,None,None
S059_002_00000017.jpg,Anger,Sadness,None
S059_002_00000017.jpg,Fear,Anger,Sadness
S060_002_00000026.jpg,Happiness,Surprise,None
S060_002_00000026.jpg,Happiness,None,None
S060_002_00000026.jpg,Happiness,None,None
S060_002_00000026.jpg,Happiness,Surprise,Fear
S060_002_00000026.jpg,Happiness,Surprise,Disgust
S060_002_00000026.jpg,Happiness,None,None
S060_002_00000026.jpg,Surprise,None,None
S060_002_00000026.jpg,Happiness,Surprise,None
S060_002_00000026.jpg,Happiness,None,None
S060_003_00000018.jpg,Surprise,None,None
S060_003_00000018.jpg,Surprise,Fear,None
S060_003_00000018.jpg,Surprise,Fear,Disgust
S060_003_00000018.jpg,Surprise,Sadness,Fear
S060_003_00000018.jpg,Surprise,Disgust,Fear
S060_003_00000018.jpg,Surprise,None,None
S060_003_00000018.jpg,Surprise,None,None
S060_003_00000018.jpg,Surprise,Happiness,Fear
S060_003_00000018.jpg,Surprise,Sadness,Anger
S060_005_00000021.jpg,Anger,Disgust,None
S060_005_00000021.jpg,Disgust,Sadness,Fear
S060_005_00000021.jpg,Surprise,None,None
S060_005_00000021.jpg,Disgust,Anger,Surprise
S060_005_00000021.jpg,Disgust,Anger,Fear
S060_005_00000021.jpg,Surprise,None,None
S060_005_00000021.jpg,Disgust,Sadness,Fear
S060_005_00000021.jpg,Disgust,None,None
S060_005_00000021.jpg,Disgust,Sadness,Fear
S061_001_00000012.jpg,Surprise,None,None
S061_001_00000012.jpg,Surprise,Disgust,None
S061_001_00000012.jpg,Surprise,Fear,None
S061_001_00000012.jpg,Surprise,None,None
S061_001_00000012.jpg,Surprise,Sadness,None
S061_001_00000012.jpg,Surprise,Sadness,Fear
S061_001_00000012.jpg,Surprise,None,None
S061_001_00000012.jpg,Surprise,Fear,None
S061_001_00000012.jpg,Surprise,Fear,None
S061_002_00000015.jpg,Happiness,Surprise,Neutral
S061_002_00000015.jpg,Happiness,Surprise,Neutral
S061_002_00000015.jpg,Happiness,None,None
S061_002_00000015.jpg,Happiness,Surprise,Neutral
S061_002_00000015.jpg,Happiness,None,None
S061_002_00000015.jpg,Happiness,None,None
S061_002_00000015.jpg,Happiness,None,None
S061_002_00000015.jpg,Happiness,None,None
S061_002_00000015.jpg,Happiness,Neutral,Surprise
S061_004_00000022.jpg,Anger,Disgust,None
S061_004_00000022.jpg,Disgust,Anger,None
S061_004_00000022.jpg,Disgust,None,None
S061_004_00000022.jpg,Disgust,Fear,None
S061_004_00000022.jpg,Disgust,None,None
S061_004_00000022.jpg,Disgust,Neutral,None
S062_001_00000017.jpg,Anger,Sadness,Fear
S062_001_00000017.jpg,Disgust,Fear,Surprise
S062_001_00000017.jpg,Fear,Disgust,Surprise
S062_001_00000017.jpg,Fear,Surprise,Sadness
S062_001_00000017.jpg,Sadness,Fear,Disgust
S062_001_00000017.jpg,Surprise,Fear,Sadness
S062_002_00000016.jpg,Surprise,Happiness,Anger
S062_002_00000016.jpg,Fear,Surprise,None
S062_002_00000016.jpg,Sadness,Surprise,None
S062_002_00000016.jpg,Surprise,None,None
S062_002_00000016.jpg,Happiness,None,None
S062_002_00000016.jpg,Surprise,Fear,None
S062_002_00000016.jpg,Surprise,Disgust,Fear
S062_002_00000016.jpg,Surprise,None,None
S062_002_00000016.jpg,Surprise,Fear,None
S062_004_00000024.jpg,Happiness,None,None
S062_004_00000024.jpg,Happiness,None,None
S062_004_00000024.jpg,Happiness,Neutral,Surprise
S062_004_00000024.jpg,Happiness,Neutral,None
S062_004_00000024.jpg,Happiness,Neutral,Anger
S062_004_00000024.jpg,Happiness,None,None
S062_004_00000024.jpg,Happiness,None,None
S062_004_00000024.jpg,Happiness,Anger,Neutral
S062_004_00000024.jpg,Happiness,Surprise,None
S062_005_00000029.jpg,Disgust,None,None
S062_005_00000029.jpg,Disgust,Sadness,Neutral
S062_005_00000029.jpg,Disgust,Anger,None
S062_005_00000029.jpg,Happiness,Surprise,Disgust
S062_005_00000029.jpg,Sadness,Disgust,Neutral
S063_001_00000013.jpg,Fear,Surprise,None
S063_001_00000013.jpg,Surprise,Disgust,Anger
S063_001_00000013.jpg,Surprise,None,None
S063_001_00000013.jpg,Surprise,Happiness,Fear
S063_001_00000013.jpg,Fear,Surprise,None
S063_001_00000013.jpg,Surprise,None,None
S063_001_00000013.jpg,Surprise,Fear,None
S063_001_00000013.jpg,Surprise,Disgust,None
S063_001_00000013.jpg,Surprise,None,None
S063_002_00000023.jpg,Happiness,None,None
S063_002_00000023.jpg,Happiness,Surprise,None
S063_002_00000023.jpg,Happiness,Neutral,None
S063_002_00000023.jpg,Happiness,Neutral,None
S063_002_00000023.jpg,Happiness,None,None
S063_002_00000023.jpg,Happiness,None,None
S063_002_00000023.jpg,Happiness,Anger,None
S063_002_00000023.jpg,Neutral,Happiness,Surprise
S064_001_00000012.jpg,Surprise,None,None
S064_001_00000012.jpg,Disgust,None,None
S064_001_00000012.jpg,Surprise,None,None
S064_001_00000012.jpg,Surprise,Disgust,None
S064_001_00000012.jpg,Fear,Surprise,Sadness
S064_001_00000012.jpg,Surprise,Fear,None
S064_001_00000012.jpg,Surprise,Happiness,None
S064_001_00000012.jpg,Surprise,Fear,None
S064_001_00000012.jpg,Surprise,Happiness,Fear
S064_003_00000025.jpg,Happiness,Surprise,None
S064_003_00000025.jpg,Happiness,None,None
S064_003_00000025.jpg,Happiness,None,None
S064_003_00000025.jpg,Happiness,None,None
S064_003_00000025.jpg,Happiness,Surprise,None
S064_003_00000025.jpg,Happiness,None,None
S064_003_00000025.jpg,Anger,Happiness,None
S064_003_00000025.jpg,Happiness,None,None
S064_003_00000025.jpg,Happiness,None,None
S064_004_00000014.jpg,Disgust,Sadness,Fear
S064_004_00000014.jpg,Sadness,None,None
S064_004_00000014.jpg,Sadness,None,None
S064_004_00000014.jpg,Sadness,Fear,Disgust
S064_004_00000014.jpg,Sadness,None,None
S064_004_00000014.jpg,Sadness,None,None
S064_004_00000014.jpg,Sadness,None,None
S064_004_00000014.jpg,Sadness,Fear,None
S064_004_00000014.jpg,Sadness,None,None
S065_002_00000022.jpg,Fear,Surprise,None
S065_002_00000022.jpg,Disgust,None,None
S065_002_00000022.jpg,Anger,Fear,Sadness
S065_002_00000022.jpg,Disgust,Fear,None
S065_002_00000022.jpg,Fear,None,None
S065_002_00000022.jpg,Disgust,None,None
S065_002_00000022.jpg,Fear,Disgust,None
S065_002_00000022.jpg,Fear,Disgust,None
S065_002_00000022.jpg,Anger,Sadness,Fear
S065_003_00000022.jpg,Fear,Surprise,None
S065_003_00000022.jpg,Surprise,Fear,Anger
S065_003_00000022.jpg,Fear,None,None
S065_003_00000022.jpg,Surprise,Fear,None
S065_003_00000022.jpg,Surprise,None,None
S065_003_00000022.jpg,Surprise,None,None
S065_003_00000022.jpg,Fear,Surprise,None
S065_003_00000022.jpg,Surprise,Sadness,Fear
S065_003_00000022.jpg,Surprise,Fear,Sadness
S065_004_00000028.jpg,Happiness,None,None
S065_004_00000028.jpg,Happiness,None,None
S065_004_00000028.jpg,Anger,Happiness,Surprise
S065_004_00000028.jpg,Happiness,None,None
S065_004_00000028.jpg,Happiness,None,None
S065_004_00000028.jpg,Happiness,None,None
S065_004_00000028.jpg,Happiness,None,None
S065_004_00000028.jpg,Happiness,None,None
S065_004_00000028.jpg,Happiness,Fear,None
S065_005_00000008.jpg,Disgust,Anger,None
S065_005_00000008.jpg,Anger,Disgust,Surprise
S065_005_00000008.jpg,Anger,Disgust,None
S065_005_00000008.jpg,Disgust,Anger,None
S065_005_00000008.jpg,Anger,Sadness,Fear
S065_005_00000008.jpg,Anger,Disgust,Sadness
S065_005_00000008.jpg,Anger,Disgust,None
S065_005_00000008.jpg,Disgust,None,None
S065_005_00000008.jpg,Anger,None,None
S066_002_00000022.jpg,Neutral,Surprise,Fear
S066_002_00000022.jpg,Surprise,Fear,Neutral
S066_002_00000022.jpg,Surprise,Sadness,Fear
S066_002_00000022.jpg,Surprise,Fear,Disgust
S066_002_00000022.jpg,Surprise,None,None
S066_002_00000022.jpg,Surprise,Anger,None
S066_003_00000012.jpg,Happiness,Neutral,None
S066_003_00000012.jpg,Happiness,Neutral,Surprise
S066_003_00000012.jpg,Happiness,None,None
S066_003_00000012.jpg,Happiness,None,None
S066_003_00000012.jpg,Happiness,None,None
S066_003_00000012.jpg,Happiness,Neutral,None
S066_003_00000012.jpg,Happiness,None,None
S066_003_00000012.jpg,Happiness,None,None
S066_004_00000010.jpg,Neutral,Sadness,Anger
S066_004_00000010.jpg,Neutral,Sadness,Fear
S066_004_00000010.jpg,Sadness,None,None
S066_004_00000010.jpg,Sadness,Fear,None
S066_004_00000010.jpg,Sadness,Neutral,Anger
S066_004_00000010.jpg,Sadness,Anger,None
S066_004_00000010.jpg,Sadness,None,None
S066_004_00000010.jpg,Surprise,Sadness,None
S066_005_00000011.jpg,Anger,Sadness,None
S066_005_00000011.jpg,Anger,Fear,None
S066_005_00000011.jpg,Anger,None,None
S066_005_00000011.jpg,Disgust,Anger,None
S066_005_00000011.jpg,Anger,None,None
S066_005_00000011.jpg,Anger,Disgust,None
S066_005_00000011.jpg,Anger,Disgust,Fear
S066_005_00000011.jpg,Anger,Disgust,Sadness
S066_005_00000011.jpg,Anger,Disgust,None
S067_002_00000014.jpg,Surprise,None,None
S067_002_00000014.jpg,Surprise,Fear,None
S067_002_00000014.jpg,Surprise,None,None
S067_002_00000014.jpg,Surprise,Happiness,Fear
S067_002_00000014.jpg,Surprise,Fear,None
S067_002_00000014.jpg,Surprise,Fear,None
S067_002_00000014.jpg,Surprise,Fear,None
S067_002_00000014.jpg,Surprise,None,None
S067_002_00000014.jpg,Surprise,None,None
S067_004_00000023.jpg,Anger,Sadness,Surprise
S067_004_00000023.jpg,Anger,Surprise,None
S067_004_00000023.jpg,Anger,None,None
S067_004_00000023.jpg,Anger,None,None
S067_004_00000023.jpg,Anger,Disgust,None
S067_004_00000023.jpg,Surprise,Sadness,Anger
S067_005_00000022.jpg,Happiness,Neutral,None
S067_005_00000022.jpg,Happiness,Surprise,Neutral
S067_005_00000022.jpg,Happiness,Surprise,Neutral
S067_005_00000022.jpg,Happiness,Surprise,Neutral
S067_005_00000022.jpg,Happiness,None,None
S067_005_00000022.jpg,Happiness,Surprise,None
S067_005_00000022.jpg,Happiness,None,None
S067_005_00000022.jpg,Happiness,Surprise,None
S067_005_00000022.jpg,Neutral,Happiness,Surprise
S067_006_00000011.jpg,Anger,Neutral,Disgust
S067_006_00000011.jpg,Anger,Disgust,None
S067_006_00000011.jpg,Disgust,None,None
S067_006_00000011.jpg,Disgust,Anger,None
S067_006_00000011.jpg,Disgust,None,Sadness
S067_006_00000011.jpg,Disgust,None,None
S068_002_00000015.jpg,Happiness,None,None
S068_002_00000015.jpg,Happiness,None,None
S068_002_00000015.jpg,Happiness,None,None
S068_002_00000015.jpg,Happiness,Surprise,Disgust
S068_002_00000015.jpg,Happiness,None,None
S068_002_00000015.jpg,Happiness,None,None
S068_002_00000015.jpg,Happiness,None,None
S068_002_00000015.jpg,Happiness,None,None
S068_002_00000015.jpg,Happiness,None,None
S068_003_00000014.jpg,Surprise,None,None
S068_003_00000014.jpg,Disgust,Surprise,None
S068_003_00000014.jpg,Fear,Disgust,None
S068_003_00000014.jpg,Sadness,Fear,None
S068_003_00000014.jpg,Disgust,Fear,Surprise
S068_003_00000014.jpg,Surprise,None,None
S068_003_00000014.jpg,Surprise,Fear,None
S068_003_00000014.jpg,Surprise,Sadness,None
S068_003_00000014.jpg,Disgust,Fear,None
S068_004_00000010.jpg,Surprise,Fear,Sadness
S068_004_00000010.jpg,Disgust,Sadness,None
S068_004_00000010.jpg,Fear,None,None
S068_004_00000010.jpg,Fear,None,None
S068_004_00000010.jpg,Disgust,None,None
S068_004_00000010.jpg,Anger,Sadness,None
S068_004_00000010.jpg,Anger,Disgust,Fear
S068_004_00000010.jpg,Fear,Disgust,Sadness
S068_004_00000010.jpg,Disgust,None,None
S068_005_00000021.jpg,Disgust,None,None
S068_005_00000021.jpg,Disgust,Anger,None
S068_005_00000021.jpg,Disgust,Anger,Sadness
S068_005_00000021.jpg,Disgust,None,None
S068_005_00000021.jpg,Disgust,None,None
S068_005_00000021.jpg,Disgust,None,None
S068_005_00000021.jpg,Anger,None,None
S068_005_00000021.jpg,Disgust,Anger,None
S068_005_00000021.jpg,Disgust,None,None
S069_002_00000014.jpg,Surprise,None,None
S069_002_00000014.jpg,Surprise,Fear,Happiness
S069_002_00000014.jpg,Anger,Surprise,None
S069_002_00000014.jpg,Surprise,Fear,None
S069_002_00000014.jpg,Surprise,None,None
S069_002_00000014.jpg,Surprise,Fear,Disgust
S069_002_00000014.jpg,Fear,Sadness,Surprise
S069_002_00000014.jpg,Surprise,None,None
S069_002_00000014.jpg,Surprise,None,None
S069_003_00000011.jpg,Sadness,None,None
S069_003_00000011.jpg,Sadness,Disgust,None
S069_003_00000011.jpg,Disgust,Anger,None
S069_003_00000011.jpg,Disgust,Anger,None
S069_003_00000011.jpg,Disgust,Anger,Sadness
